"Região","Área","Ocupação","Opinião","Renda","Idade"
"Dalmácia","Educação","Aposentado","Indiferente",1.87,29
"Querétaro","Infraestrutura","Aposentado","Insatisfatório",2.2,38
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.48,39
"Catamarca","Educação","Funcionário público","Insatisfatório",4.71,33
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.35,30
"Dalmácia","Educação","Aposentado","Satisfatório",1.66,21
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.55,34
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.35,33
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.77,31
"Aquitânia","Segurança pública","Empresário","Péssimo",5.02,43
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",5.45,36
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.95,35
"Aquitânia","Saúde pública","Empresário","Péssimo",4.72,49
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.8,40
"Querétaro","Infraestrutura","Assalariado/Autônomo","Indiferente",2.92,39
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2,27
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.31,39
"Catamarca","Educação","Profissional liberal","Insatisfatório",2.88,38
"Querétaro","Saúde pública","Assalariado/Autônomo","Insatisfatório",3.92,24
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.06,42
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.48,35
"Querétaro","Educação","Aposentado","Indiferente",2.1,35
"Dalmácia","Infraestrutura","Aposentado","Indiferente",1.82,28
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.74,27
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.52,33
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.71,23
"Aquitânia","Educação","Assalariado/Autônomo","Péssimo",7.46,37
"Querétaro","Saúde pública","Aposentado","Insatisfatório",2.15,28
"Dalmácia","Segurança pública","Assalariado/Autônomo","Péssimo",2.05,39
"Dalmácia","Segurança pública","Aposentado","Insatisfatório",2.47,32
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.62,43
"Dalmácia","Educação","Funcionário público","Indiferente",2.08,24
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.77,33
"Dalmácia","Infraestrutura","Desempregado","Excelente",1.51,26
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.4,29
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.68,28
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.27,43
"Querétaro","Segurança pública","Funcionário público","Insatisfatório",2.88,32
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.79,26
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.17,18
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",3.37,42
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.89,42
"Dalmácia","Educação","Assalariado/Autônomo","Insatisfatório",2.18,40
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.15,19
"Dalmácia","Educação","Aposentado","Indiferente",2.32,27
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.99,49
"Dalmácia","Educação","Aposentado","Satisfatório",2.36,25
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.22,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",3,27
"Nortúmbria","Educação","Desempregado","Satisfatório",1.43,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.39,30
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.23,20
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.68,32
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.86,51
"Dalmácia","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.55,28
"Dalmácia","Segurança pública","Funcionário público","Indiferente",2.1,32
"Querétaro","Educação","Funcionário público","Insatisfatório",4.54,31
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",2.58,45
"Catamarca","Educação","Profissional liberal","Insatisfatório",3.01,35
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.99,36
"Nortúmbria","Educação","Assalariado/Autônomo","Satisfatório",1.1,24
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.7,40
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",3.9,36
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.63,34
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.47,48
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.39,33
"Catamarca","Saúde pública","Aposentado","Péssimo",3.56,36
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.94,34
"Aquitânia","Saúde pública","Empresário","Péssimo",4.85,53
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.03,35
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",3.73,42
"Dalmácia","Educação","Aposentado","Satisfatório",1.54,22
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",6.55,80
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.16,25
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.57,36
"Nortúmbria","Educação","Funcionário público","Satisfatório",1.27,19
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.23,48
"Catamarca","Educação","Empresário","Péssimo",2.56,40
"Nortúmbria","Educação","Desempregado","Satisfatório",1.47,21
"Querétaro","Educação","Assalariado/Autônomo","Insatisfatório",4.98,25
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",4.38,38
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.34,29
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.66,29
"Aquitânia","Saúde pública","Empresário","Péssimo",7.92,52
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",3.26,31
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",1.52,37
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.77,27
"Dalmácia","Infraestrutura","Funcionário público","Satisfatório",2.13,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.53,34
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",3.11,36
"Nortúmbria","Educação","Desempregado","Satisfatório",1.36,25
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.64,26
"Catamarca","Educação","Empresário","Indiferente",3.13,39
"Catamarca","Educação","Profissional liberal","Péssimo",2.02,42
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.42,27
"Dalmácia","Educação","Desempregado","Indiferente",1.82,24
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.08,21
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.92,29
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.37,37
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3.16,39
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.48,22
"Nortúmbria","Infraestrutura","Desempregado","Indiferente",1.57,25
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.8,37
"Querétaro","Segurança pública","Assalariado/Autônomo","Péssimo",4.82,27
"Catamarca","Saúde pública","Empresário","Péssimo",1.97,53
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.23,38
"Nortúmbria","Educação","Desempregado","Excelente",1.33,18
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",3.1,51
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",2.75,31
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.2,40
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.48,30
"Dalmácia","Saúde pública","Assalariado/Autônomo","Indiferente",1.47,35
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.29,40
"Dalmácia","Educação","Aposentado","Indiferente",1.61,28
"Dalmácia","Infraestrutura","Funcionário público","Satisfatório",1.99,20
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.36,34
"Catamarca","Saúde pública","Profissional liberal","Péssimo",2.88,47
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.87,38
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",2.35,42
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.13,24
"Catamarca","Educação","Empresário","Péssimo",3.39,37
"Aquitânia","Saúde pública","Profissional liberal","Péssimo",4.4,49
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.1,18
"Aquitânia","Saúde pública","Empresário","Péssimo",5.92,52
"Catamarca","Saúde pública","Profissional liberal","Péssimo",4.71,35
"Dalmácia","Infraestrutura","Aposentado","Indiferente",1.88,19
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",5.46,45
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.1,38
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.29,18
"Catamarca","Educação","Funcionário público","Insatisfatório",3.41,42
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.5,32
"Nortúmbria","Infraestrutura","Assalariado/Autônomo","Indiferente",1.88,21
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.22,26
"Dalmácia","Educação","Desempregado","Satisfatório",1.25,27
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",2.39,29
"Nortúmbria","Infraestrutura","Funcionário público","Satisfatório",1.25,29
"Dalmácia","Infraestrutura","Aposentado","Satisfatório",1.27,22
"Catamarca","Segurança pública","Funcionário público","Insatisfatório",1.99,42
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",2.38,27
"Dalmácia","Educação","Desempregado","Excelente",1.17,27
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.53,24
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",1.36,32
"Catamarca","Segurança pública","Profissional liberal","Péssimo",4.03,40
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",4.44,35
"Dalmácia","Educação","Aposentado","Indiferente",1.94,23
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",3,35
"Nortúmbria","Educação","Assalariado/Autônomo","Excelente",1.17,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.53,41
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.23,37
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.45,33
"Aquitânia","Saúde pública","Empresário","Péssimo",5.75,48
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",2.92,42
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.41,29
"Aquitânia","Saúde pública","Empresário","Péssimo",3.12,51
"Nortúmbria","Educação","Funcionário público","Excelente",1.28,22
"Dalmácia","Educação","Aposentado","Insatisfatório",2.72,37
"Dalmácia","Educação","Funcionário público","Insatisfatório",3.05,35
"Dalmácia","Educação","Funcionário público","Indiferente",1.59,29
"Catamarca","Infraestrutura","Assalariado/Autônomo","Péssimo",4.35,32
"Dalmácia","Educação","Funcionário público","Indiferente",2.32,19
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.7,30
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",3.1,43
"Catamarca","Educação","Assalariado/Autônomo","Indiferente",2.3,36
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.48,26
"Catamarca","Saúde pública","Assalariado/Autônomo","Péssimo",4.48,34
"Dalmácia","Educação","Aposentado","Satisfatório",1.79,18
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.24,18
"Querétaro","Segurança pública","Profissional liberal","Insatisfatório",2.2,37
"Catamarca","Segurança pública","Profissional liberal","Insatisfatório",3.22,38
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",2.4,19
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Indiferente",1.64,26
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.58,41
"Catamarca","Saúde pública","Empresário","Péssimo",2.5,52
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.72,26
"Querétaro","Segurança pública","Profissional liberal","Insatisfatório",2.37,28
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",5.15,47
"Nortúmbria","Infraestrutura","Aposentado","Excelente",1.41,18
"Nortúmbria","Infraestrutura","Funcionário público","Excelente",1.29,18
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.87,36
"Aquitânia","Educação","Profissional liberal","Péssimo",5.46,38
"Querétaro","Educação","Funcionário público","Indiferente",2.53,26
"Dalmácia","Educação","Assalariado/Autônomo","Satisfatório",1.61,19
"Querétaro","Segurança pública","Assalariado/Autônomo","Indiferente",1.72,33
"Dalmácia","Educação","Desempregado","Indiferente",1.53,23
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",2.62,22
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.02,22
"Dalmácia","Educação","Funcionário público","Indiferente",1.96,29
"Querétaro","Segurança pública","Desempregado","Indiferente",1.99,32
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.5,31
"Catamarca","Educação","Profissional liberal","Péssimo",2.3,49
"Dalmácia","Infraestrutura","Desempregado","Indiferente",2.55,23
"Querétaro","Saúde pública","Profissional liberal","Indiferente",2.03,37
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.16,44
"Querétaro","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.25,36
"Dalmácia","Educação","Funcionário público","Indiferente",1.63,28
"Dalmácia","Infraestrutura","Funcionário público","Indiferente",1.62,30
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",3.32,36
"Dalmácia","Educação","Assalariado/Autônomo","Péssimo",2.36,42
"Dalmácia","Educação","Funcionário público","Indiferente",1.72,30
"Catamarca","Educação","Assalariado/Autônomo","Insatisfatório",2.54,43
"Catamarca","Saúde pública","Profissional liberal","Péssimo",3.2,33
"Catamarca","Segurança pública","Funcionário público","Péssimo",5.81,36
"Dalmácia","Infraestrutura","Assalariado/Autônomo","Satisfatório",1.5,76
"Catamarca","Segurança pública","Profissional liberal","Indiferente",2.32,36
"Dalmácia","Educação","Funcionário público","Indiferente",2.6,33
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",2.74,35
"Aquitânia","Segurança pública","Empresário","Péssimo",4.99,47
"Querétaro","Educação","Assalariado/Autônomo","Péssimo",2.19,38
"Querétaro","Educação","Assalariado/Autônomo","Indiferente",2.14,33
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.9,41
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.54,31
"Catamarca","Educação","Assalariado/Autônomo","Péssimo",3.9,31
"Dalmácia","Educação","Funcionário público","Satisfatório",1.2,28
"Aquitânia","Segurança pública","Profissional liberal","Péssimo",2.37,46
"Querétaro","Segurança pública","Assalariado/Autônomo","Péssimo",3.53,40
"Catamarca","Segurança pública","Assalariado/Autônomo","Péssimo",5.45,40
"Dalmácia","Educação","Assalariado/Autônomo","Indiferente",1.87,25
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",4.52,53
"Dalmácia","Educação","Aposentado","Indiferente",2.56,27
"Dalmácia","Segurança pública","Assalariado/Autônomo","Indiferente",2.02,35
"Catamarca","Segurança pública","Assalariado/Autônomo","Insatisfatório",2.22,33
"Aquitânia","Educação","Profissional liberal","Péssimo",5.49,44
"Catamarca","Educação","Profissional liberal","Insatisfatório",3.02,39
"Nortúmbria","Infraestrutura","Desempregado","Excelente",1.3,18
"Catamarca","Educação","Funcionário público","Indiferente",2.78,29
"Dalmácia","Educação","Funcionário público","Indiferente",2.36,18
"Dalmácia","Educação","Funcionário público","Indiferente",1.41,31
"Dalmácia","Educação","Funcionário público","Indiferente",1.72,26
"Aquitânia","Segurança pública","Assalariado/Autônomo","Péssimo",6.05,41
"Querétaro","Segurança pública","Assalariado/Autônomo","Péssimo",2.98,26
"Aquitânia","Saúde pública","Assalariado/Autônomo","Péssimo",5.46,46
